match_id,ID,first name,last name,birth_date,shirt number,forward,midfielder,defender,goalkeeper,team_name
M-2022-11,P-80986,Keysher,Fuller,1994-07-12,4,0,0,1,0,Costa Rica
M-2022-11,P-39281,Carlos,Martínez,1999-03-30,16,0,0,1,0,Costa Rica
M-2022-11,P-37189,Rónald,Matarrita,1994-07-09,22,0,0,1,0,Costa Rica
M-2022-11,P-81392,Keylor,Navas,1986-12-15,1,0,0,0,1,Costa Rica
M-2022-11,P-10740,Bryan,Oviedo,1990-02-18,8,0,0,1,0,Costa Rica
M-2022-11,P-99590,Bryan,Ruiz,1985-08-18,10,1,1,0,0,Costa Rica
M-2022-11,P-24978,Yeltsin,Tejeda,1992-03-17,17,0,1,0,0,Costa Rica
M-2022-11,P-37984,Kendall,Waston,1988-01-01,19,0,0,1,0,Costa Rica
M-2022-11,P-22631,Álvaro,Zamora,2002-03-09,26,0,1,0,0,Costa Rica
M-2022-11,P-01416,Jordi,Alba,1989-03-21,18,0,0,1,0,Spain
M-2022-11,P-09400,Marco,Asensio,1996-01-21,10,1,1,0,0,Spain
M-2022-11,P-60716,César,Azpilicueta,1989-08-28,2,0,0,1,0,Spain
M-2022-11,P-49008,Alejandro,Balde,2003-10-18,14,0,0,1,0,Spain
M-2022-11,P-28010,Sergio,Busquets,1988-07-16,5,0,1,0,0,Spain
M-2022-11,P-88433,not applicable,Gavi,2004-08-05,9,0,1,0,0,Spain
M-2022-11,P-37294,not applicable,Koke,1992-01-08,8,0,1,0,0,Spain
M-2022-11,P-99025,Aymeric,Laporte,1994-05-27,24,0,0,1,0,Spain
M-2022-11,P-29274,Álvaro,Morata,1992-10-23,7,1,0,0,0,Spain
M-2022-11,P-40007,Dani,Olmo,1998-05-07,21,1,0,0,0,Spain
M-2022-11,P-24897,not applicable,Pedri,2002-11-25,26,0,1,0,0,Spain
M-2022-11,P-62341,not applicable,Rodri,1996-06-22,16,0,1,0,0,Spain
M-2022-11,P-94271,Unai,Simón,1997-06-11,23,0,0,0,1,Spain
M-2022-11,P-30405,Carlos,Soler,1997-01-02,19,0,1,0,0,Spain
M-2022-11,P-31301,Ferran,Torres,2000-02-29,11,1,0,0,0,Spain
M-2022-11,P-68218,Nico,Williams,2002-07-12,12,1,0,0,0,Spain
M-2022-12,P-70547,Toby,Alderweireld,1989-03-02,2,0,0,1,0,Belgium
M-2022-12,P-13975,Michy,Batshuayi,1993-10-02,23,1,0,0,0,Belgium
M-2022-12,P-06338,Yannick,Carrasco,1993-09-04,11,1,1,0,0,Belgium
M-2022-12,P-56069,Timothy,Castagne,1995-12-05,21,0,1,0,0,Belgium
M-2022-12,P-09658,Thibaut,Courtois,1992-05-11,1,0,0,0,1,Belgium
M-2022-12,P-48955,Kevin,De Bruyne,1991-06-28,7,0,1,0,0,Belgium
M-2022-12,P-73834,Leander,Dendoncker,1995-04-15,19,0,0,1,0,Belgium
M-2022-12,P-72011,Eden,Hazard,1991-01-07,10,1,1,0,0,Belgium
M-2022-12,P-22930,Thomas,Meunier,1991-09-12,15,0,1,1,0,Belgium
M-2022-12,P-21652,Amadou,Onana,2001-08-16,18,0,1,0,0,Belgium
M-2022-12,P-70691,Loïs,Openda,2000-02-16,24,1,0,0,0,Belgium
M-2022-12,P-47906,Youri,Tielemans,1997-05-07,8,0,1,0,0,Belgium
M-2022-12,P-95312,Leandro,Trossard,1994-12-04,17,1,0,0,0,Belgium
M-2022-12,P-64049,Jan,Vertonghen,1987-04-24,5,0,0,1,0,Belgium
M-2022-12,P-53048,Axel,Witsel,1989-01-12,6,0,1,0,0,Belgium
M-2022-12,P-55821,Sam,Adekugbe,1995-01-16,3,0,0,1,0,Canada
M-2022-12,P-46263,Milan,Borjan,1987-10-23,18,0,0,0,1,Canada
M-2022-12,P-96259,Tajon,Buchanan,1999-02-08,11,1,0,0,0,Canada
M-2022-12,P-48340,Jonathan,David,2000-01-14,20,1,0,0,0,Canada
M-2022-12,P-46358,Alphonso,Davies,2000-11-02,19,1,0,0,0,Canada
M-2022-12,P-28794,Stephen,Eustáquio,1996-12-21,7,0,1,0,0,Canada
M-2022-12,P-35706,Junior,Hoilett,1990-06-05,10,0,1,0,0,Canada
M-2022-12,P-03472,Atiba,Hutchinson,1983-02-08,13,0,1,0,0,Canada
M-2022-12,P-12635,Alistair,Johnston,1998-10-08,2,0,0,1,0,Canada
M-2022-12,P-85670,Ismaël,Koné,2002-06-16,15,0,1,0,0,Canada
M-2022-12,P-01925,Cyle,Larin,1995-04-17,17,1,0,0,0,Canada
M-2022-12,P-42390,Richie,Laryea,1995-01-07,22,0,0,1,0,Canada
M-2022-12,P-00809,Liam,Millar,1999-09-27,23,0,1,0,0,Canada
M-2022-12,P-31806,Kamal,Miller,1997-05-16,4,0,0,1,0,Canada
M-2022-12,P-27541,Jonathan,Osorio,1992-06-12,21,0,1,0,0,Canada
M-2022-12,P-89710,Steven,Vitória,1987-01-11,5,0,0,1,0,Canada
M-2022-13,P-53452,Vincent,Aboubakar,1992-01-22,10,1,0,0,0,Cameroon
M-2022-13,P-59303,Jean-Charles,Castelletto,1995-01-26,21,0,0,1,0,Cameroon
M-2022-13,P-06117,Eric Maxim,Choupo-Moting,1989-03-23,13,1,0,0,0,Cameroon
M-2022-13,P-47677,Collins,Fai,1992-08-13,19,0,0,1,0,Cameroon
M-2022-13,P-63923,Samuel,Gouet,1997-12-14,14,0,1,0,0,Cameroon
M-2022-13,P-34633,Martin,Hongla,1998-03-16,18,0,1,0,0,Cameroon
M-2022-13,P-39394,Bryan,Mbeumo,1999-08-07,20,1,0,0,0,Cameroon
M-2022-13,P-27913,Moumi,Ngamaleu,1994-07-09,6,1,0,0,0,Cameroon
M-2022-13,P-68058,Georges-Kévin,Nkoudou,1995-02-13,7,0,1,0,0,Cameroon
M-2022-13,P-93209,Nicolas,Nkoulou,1990-03-27,3,0,0,1,0,Cameroon
M-2022-13,P-67127,André,Onana,1996-04-02,23,0,0,0,1,Cameroon
M-2022-13,P-36707,Gaël,Ondoua,1995-11-04,5,0,1,0,0,Cameroon
M-2022-13,P-20259,Karl,Toko Ekambi,1992-09-14,12,1,0,0,0,Cameroon
M-2022-13,P-55367,Nouhou,Tolo,1997-06-23,25,0,0,1,0,Cameroon
M-2022-13,P-38355,André-Frank,Zambo Anguissa,1995-11-16,8,0,1,0,0,Cameroon
M-2022-13,P-23925,Manuel,Akanji,1995-07-19,5,0,0,1,0,Switzerland
M-2022-13,P-56868,Eray,Cömert,1998-02-04,18,0,0,1,0,Switzerland
M-2022-13,P-19193,Nico,Elvedi,1996-09-30,4,0,0,1,0,Switzerland
M-2022-13,P-19075,Breel,Embolo,1997-02-14,7,1,0,0,0,Switzerland
M-2022-13,P-00244,Fabian,Frei,1989-01-08,20,0,1,0,0,Switzerland
M-2022-13,P-68060,Remo,Freuler,1992-04-15,8,0,1,0,0,Switzerland
M-2022-13,P-85577,Noah,Okafor,2000-05-24,19,1,0,0,0,Switzerland
M-2022-13,P-25593,Fabian,Rieder,2002-02-16,25,0,1,0,0,Switzerland
M-2022-13,P-43367,Ricardo,Rodríguez,1992-08-25,13,0,0,1,0,Switzerland
M-2022-13,P-07180,Haris,Seferovic,1992-02-22,9,1,0,0,0,Switzerland
M-2022-13,P-39460,Xherdan,Shaqiri,1991-10-10,23,0,1,0,0,Switzerland
M-2022-13,P-63312,Yann,Sommer,1988-12-17,1,0,0,0,1,Switzerland
M-2022-13,P-11878,Djibril,Sow,1997-02-06,15,0,1,0,0,Switzerland
M-2022-13,P-85823,Ruben,Vargas,1998-08-05,17,1,0,0,0,Switzerland
M-2022-13,P-38927,Silvan,Widmer,1993-03-05,3,0,0,1,0,Switzerland
M-2022-13,P-77224,Granit,Xhaka,1992-09-27,10,0,1,0,0,Switzerland
M-2022-14,P-87169,Cho,Gue-sung,1998-01-25,9,1,0,0,0,South Korea
M-2022-14,P-67516,Hwang,In-beom,1996-09-20,6,0,1,0,0,South Korea
M-2022-14,P-82889,Kim,Jin-su,1992-06-13,3,0,0,1,0,South Korea
M-2022-14,P-61172,Son,Jun-ho,1992-05-12,13,0,1,0,0,South Korea
M-2022-14,P-64292,Woo-young,Jung,1989-12-14,5,0,1,0,0,South Korea
M-2022-14,P-87514,Lee,Kang-in,2001-02-19,18,0,1,0,0,South Korea
M-2022-14,P-42523,Seung-gyu,Kim,1990-09-30,1,0,0,0,1,South Korea
M-2022-14,P-07259,Young-gwon,Kim,1990-02-27,19,0,0,1,0,South Korea
M-2022-14,P-93920,Jae-sung,Lee,1992-08-10,10,0,1,0,0,South Korea
M-2022-14,P-14360,Kim,Min-jae,1996-11-15,4,0,0,1,0,South Korea
M-2022-14,P-07233,Kim,Moon-hwan,1995-08-01,15,0,0,1,0,South Korea
M-2022-14,P-10357,Na,Sang-ho,1996-08-12,17,0,1,0,0,South Korea
M-2022-14,P-77335,Heung-min,Son,1992-07-08,7,1,1,0,0,South Korea
M-2022-14,P-92710,Hwang,Ui-jo,1992-08-28,16,1,0,0,0,South Korea
M-2022-14,P-58791,Rodrigo,Bentancur,1997-06-25,6,0,1,0,0,Uruguay
M-2022-14,P-59138,Edinson,Cavani,1987-02-14,21,1,0,0,0,Uruguay
M-2022-14,P-74058,Martín,Cáceres,1987-04-07,22,0,0,1,0,Uruguay
M-2022-14,P-65659,José,Giménez,1995-01-20,2,0,0,1,0,Uruguay
M-2022-14,P-78440,Diego,Godín,1986-02-16,3,0,0,1,0,Uruguay
M-2022-14,P-18885,Darwin,Núñez,1999-06-24,11,1,0,0,0,Uruguay
M-2022-14,P-90796,Mathías,Olivera,1997-10-31,16,0,0,1,0,Uruguay
M-2022-14,P-95062,Facundo,Pellistri,2001-12-20,8,1,0,0,0,Uruguay
M-2022-14,P-00232,Sergio,Rochet,1993-03-23,23,0,0,0,1,Uruguay
M-2022-14,P-30486,Luis,Suárez,1987-01-24,9,1,0,0,0,Uruguay
M-2022-14,P-05174,Federico,Valverde,1998-07-22,15,0,1,0,0,Uruguay
M-2022-14,P-78932,Guillermo,Varela,1993-03-24,13,0,0,1,0,Uruguay
M-2022-14,P-46785,Matías,Vecino,1991-08-24,5,0,1,0,0,Uruguay
M-2022-14,P-18564,Matías,Viña,1997-11-09,17,0,0,1,0,Uruguay
M-2022-14,P-86878,Nicolás,de la Cruz,1997-06-01,7,0,1,0,0,Uruguay
M-2022-15,P-21820,Salis,Abdul Samed,2000-03-26,21,0,1,0,0,Ghana
M-2022-15,P-82956,Daniel,Amartey,1994-12-21,18,0,0,1,0,Ghana
M-2022-15,P-51990,Lawrence,Ati-Zigi,1996-11-29,1,0,0,0,1,Ghana
M-2022-15,P-01945,André,Ayew,1989-12-17,10,1,1,0,0,Ghana
M-2022-15,P-31765,Jordan,Ayew,1991-09-11,9,1,0,0,0,Ghana
M-2022-15,P-72363,Osman,Bukari,1998-12-13,11,0,1,0,0,Ghana
M-2022-15,P-59808,Alexander,Djiku,1994-08-09,23,0,0,1,0,Ghana
M-2022-15,P-23821,Mohammed,Kudus,2000-08-02,20,0,1,0,0,Ghana
M-2022-15,P-92252,Daniel-Kofi,Kyereh,1996-03-08,8,0,1,0,0,Ghana
M-2022-15,P-12913,Tariq,Lamptey,2000-09-30,2,0,0,1,0,Ghana
M-2022-15,P-07875,Thomas,Partey,1993-06-13,5,0,1,0,0,Ghana
M-2022-15,P-94579,Baba,Rahman,1994-07-02,17,0,0,1,0,Ghana
M-2022-15,P-50142,Mohammed,Salisu,1999-04-17,4,0,0,1,0,Ghana
M-2022-15,P-36105,Alidu,Seidu,2000-06-04,26,0,0,1,0,Ghana
M-2022-15,P-14179,Antoine,Semenyo,2000-01-07,25,1,0,0,0,Ghana
M-2022-15,P-53967,Iñaki,Williams,1994-06-15,19,1,0,0,0,Ghana
M-2022-15,P-16736,João,Cancelo,1994-05-27,20,0,0,1,0,Portugal
M-2022-15,P-44689,William,Carvalho,1992-04-07,14,0,1,0,0,Portugal
M-2022-15,P-54827,Diogo,Costa,1999-09-19,22,0,0,0,1,Portugal
M-2022-15,P-10712,Rúben,Dias,1997-05-14,4,0,0,1,0,Portugal
M-2022-15,P-39584,Bruno,Fernandes,1994-09-08,8,0,1,0,0,Portugal
M-2022-15,P-17931,João,Félix,1999-11-10,11,1,0,0,0,Portugal
M-2022-15,P-67578,Raphaël,Guerreiro,1993-12-22,5,0,0,1,0,Portugal
M-2022-15,P-27349,Rafael,Leão,1999-06-10,15,1,0,0,0,Portugal
M-2022-15,P-31133,João,Mário,1993-01-19,17,0,1,0,0,Portugal
M-2022-15,P-22983,Rúben,Neves,1997-03-13,18,0,1,0,0,Portugal
M-2022-15,P-78787,not applicable,Otávio,1995-02-09,25,0,1,0,0,Portugal
M-2022-15,P-46583,João,Palhinha,1995-07-09,6,0,1,0,0,Portugal
M-2022-15,P-98929,Danilo,Pereira,1991-09-09,13,0,0,1,0,Portugal
M-2022-15,P-41647,Gonçalo,Ramos,2001-06-20,26,1,0,0,0,Portugal
M-2022-15,P-70442,Cristiano,Ronaldo,1985-02-05,7,1,0,0,0,Portugal
M-2022-15,P-34205,Bernardo,Silva,1994-08-10,10,1,1,0,0,Portugal
M-2022-16,P-21531,not applicable,Alisson,1992-10-02,1,0,0,0,1,Brazil
M-2022-16,P-37860,not applicable,Antony,2000-02-24,19,1,0,0,0,Brazil
M-2022-16,P-02305,not applicable,Casemiro,1992-02-23,5,0,1,0,0,Brazil
M-2022-16,P-40137,not applicable,Danilo,1991-07-15,2,0,0,1,0,Brazil
M-2022-16,P-74941,not applicable,Fred,1993-03-05,8,0,1,0,0,Brazil
M-2022-16,P-92004,Gabriel,Jesus,1997-04-03,18,1,0,0,0,Brazil
M-2022-16,P-92812,Vinícius,Júnior,2000-07-12,20,1,0,0,0,Brazil
M-2022-16,P-76060,not applicable,Marquinhos,1994-05-14,4,0,0,1,0,Brazil
M-2022-16,P-70483,Gabriel,Martinelli,2001-06-18,26,1,0,0,0,Brazil
M-2022-16,P-87008,not applicable,Neymar,1992-02-05,10,1,0,0,0,Brazil
M-2022-16,P-05164,Lucas,Paquetá,1997-08-27,7,0,1,0,0,Brazil
M-2022-16,P-83169,not applicable,Raphinha,1996-12-14,11,1,0,0,0,Brazil
M-2022-16,P-68016,not applicable,Richarlison,1997-05-10,9,1,0,0,0,Brazil
M-2022-16,P-06446,not applicable,Rodrygo,2001-01-09,21,1,0,0,0,Brazil
M-2022-16,P-97698,Alex,Sandro,1991-01-26,6,0,0,1,0,Brazil
M-2022-16,P-32798,Thiago,Silva,1984-09-22,3,0,0,1,0,Brazil
M-2022-16,P-24610,Nemanja,Gudelj,1991-11-16,8,0,1,0,0,Serbia
M-2022-16,P-67641,Ivan,Ilic,2001-03-17,24,0,1,0,0,Serbia
M-2022-16,P-54211,Darko,Lazovic,1990-09-15,22,0,1,0,0,Serbia
M-2022-16,P-78056,Saša,Lukic,1996-08-13,16,0,1,0,0,Serbia
M-2022-16,P-89598,Nemanja,Maksimovic,1995-01-26,6,0,1,0,0,Serbia
M-2022-16,P-57535,Nikola,Milenkovic,1997-10-12,4,0,0,1,0,Serbia
M-2022-16,P-27744,Sergej,Milinkovic-Savic,1995-02-27,20,0,1,0,0,Serbia
M-2022-16,P-24245,Vanja,Milinkovic-Savic,1997-02-20,23,0,0,0,1,Serbia
M-2022-16,P-85696,Aleksandar,Mitrovic,1994-09-16,9,1,0,0,0,Serbia
M-2022-16,P-82143,Filip,Mladenovic,1991-08-15,25,0,0,1,0,Serbia
M-2022-16,P-98435,Strahinja,Pavlovic,2001-05-24,2,0,0,1,0,Serbia
M-2022-16,P-79900,Nemanja,Radonjic,1996-02-15,7,1,0,0,0,Serbia
M-2022-16,P-33390,Dušan,Tadic,1988-11-20,10,1,1,0,0,Serbia
M-2022-16,P-30283,Miloš,Veljkovic,1995-09-26,5,0,0,1,0,Serbia
M-2022-16,P-63293,Dušan,Vlahovic,2000-01-28,18,1,0,0,0,Serbia
M-2022-16,P-58363,Andrija,Živkovic,1996-07-11,14,0,1,0,0,Serbia
M-2022-17,P-53957,Karim,Ansarifard,1990-04-03,10,1,0,0,0,Iran
M-2022-17,P-09113,Sardar,Azmoun,1995-01-01,20,1,0,0,0,Iran
M-2022-17,P-98747,Rouzbeh,Cheshmi,1993-07-24,15,0,0,1,0,Iran
M-2022-17,P-95374,Saeid,Ezatolahi,1996-10-01,6,0,1,0,0,Iran
M-2022-17,P-45653,Ali,Gholizadeh,1996-03-10,17,0,1,0,0,Iran
M-2022-17,P-75785,Ehsan,Hajsafi,1990-02-25,3,0,1,1,0,Iran
M-2022-17,P-28492,Hossein,Hosseini,1992-06-30,24,0,0,0,1,Iran
M-2022-17,P-15905,Majid,Hosseini,1996-06-20,19,0,0,1,0,Iran
M-2022-17,P-98775,Alireza,Jahanbakhsh,1993-08-11,7,1,1,0,0,Iran
M-2022-17,P-68842,Ali,Karimi,1994-02-11,18,0,1,0,0,Iran
M-2022-17,P-74098,Milad,Mohammadi,1993-09-29,5,0,0,1,0,Iran
M-2022-17,P-42215,Ahmad,Nourollahi,1993-02-01,21,0,1,0,0,Iran
M-2022-17,P-29864,Morteza,Pouraliganji,1992-04-19,8,0,0,1,0,Iran
M-2022-17,P-47137,Ramin,Rezaeian,1990-03-21,23,0,0,1,0,Iran
M-2022-17,P-85860,Mehdi,Taremi,1992-07-18,9,1,0,0,0,Iran
M-2022-17,P-04541,Mehdi,Torabi,1994-09-10,16,0,1,0,0,Iran
M-2022-17,P-92761,Joe,Allen,1990-03-14,7,0,1,0,0,Wales
M-2022-17,P-50398,Ethan,Ampadu,2000-09-14,15,0,0,1,0,Wales
M-2022-17,P-63927,Gareth,Bale,1989-07-16,11,1,0,0,0,Wales
M-2022-17,P-41198,Ben,Davies,1993-04-24,4,0,0,1,0,Wales
M-2022-17,P-46457,Wayne,Hennessey,1987-01-24,1,0,0,0,1,Wales
M-2022-17,P-74707,Daniel,James,1997-11-10,20,1,0,0,0,Wales
M-2022-17,P-57098,Brennan,Johnson,2001-05-23,9,1,0,0,0,Wales
M-2022-17,P-74888,Chris,Mepham,1997-11-05,5,0,0,1,0,Wales
M-2022-17,P-10657,Kieffer,Moore,1992-08-08,13,1,0,0,0,Wales
M-2022-17,P-86951,Aaron,Ramsey,1990-12-26,10,0,1,0,0,Wales
M-2022-17,P-56503,Connor,Roberts,1995-09-23,14,0,0,1,0,Wales
M-2022-17,P-38105,Joe,Rodon,1997-10-22,6,0,0,1,0,Wales
M-2022-17,P-31718,Danny,Ward,1993-06-22,12,0,0,0,1,Wales
M-2022-17,P-87190,Neco,Williams,2001-04-13,3,0,0,1,0,Wales
M-2022-17,P-94779,Harry,Wilson,1997-03-22,8,0,1,0,0,Wales
M-2022-18,P-47319,Akram,Afif,1996-11-18,11,1,0,0,0,Qatar
M-2022-18,P-33804,Homam,Ahmed,1999-08-25,14,0,0,1,0,Qatar
M-2022-18,P-38732,Hassan,Al-Haydos,1990-12-11,10,0,1,0,0,Qatar
M-2022-18,P-01930,Almoez,Ali,1996-08-19,19,1,0,0,0,Qatar
M-2022-18,P-28811,Meshaal,Barsham,1998-02-14,22,0,0,0,1,Qatar
M-2022-18,P-95754,Karim,Boudiaf,1990-09-16,12,0,1,0,0,Qatar
M-2022-18,P-01258,Abdelkarim,Hassan,1993-08-28,3,0,1,0,0,Qatar
M-2022-18,P-97800,Abdulaziz,Hatem,1990-01-01,6,0,1,0,0,Qatar
M-2022-18,P-12810,Boualem,Khoukhi,1990-07-09,16,0,0,1,0,Qatar
M-2022-18,P-63532,Assim,Madibo,1996-10-22,23,0,1,0,0,Qatar
M-2022-18,P-01077,Ismaeel,Mohammad,1990-04-05,17,0,0,1,0,Qatar
M-2022-18,P-17048,Mohammed,Muntari,1993-12-20,9,1,0,0,0,Qatar
M-2022-18,P-00052,not applicable,Ró-Ró,1990-08-06,2,0,0,1,0,Qatar
M-2022-18,P-42663,Tarek,Salman,1997-12-05,5,0,0,1,0,Qatar
M-2022-18,P-90689,Mohammed,Waad,1999-09-18,4,0,0,1,0,Qatar
M-2022-18,P-61416,Pathé,Ciss,1994-03-16,11,0,1,0,0,Senegal
M-2022-18,P-90626,Pape Abou,Cissé,1995-09-14,4,0,0,1,0,Senegal
M-2022-18,P-33622,Boulaye,Dia,1996-11-16,9,1,0,0,0,Senegal
M-2022-18,P-77769,Abdou,Diallo,1996-05-04,22,0,0,1,0,Senegal
M-2022-18,P-09292,Krépin,Diatta,1999-02-25,15,0,1,0,0,Senegal
M-2022-18,P-88928,Bamba,Dieng,2000-03-23,20,1,0,0,0,Senegal
M-2022-18,P-27280,Famara,Diédhiou,1992-12-15,19,1,0,0,0,Senegal
M-2022-18,P-40621,Idrissa,Gueye,1989-09-26,5,0,1,0,0,Senegal
M-2022-18,P-54506,Ismail,Jakobs,1999-08-17,14,0,0,1,0,Senegal
M-2022-18,P-47321,Kalidou,Koulibaly,1991-06-20,3,0,0,1,0,Senegal
M-2022-18,P-96697,Nampalys,Mendy,1992-06-23,6,0,1,0,0,Senegal
M-2022-18,P-45399,Édouard,Mendy,1992-03-01,16,0,0,0,1,Senegal
M-2022-18,P-33958,Iliman,Ndiaye,2000-03-06,13,1,0,0,0,Senegal
M-2022-18,P-55298,Youssouf,Sabaly,1993-03-05,21,0,0,1,0,Senegal
M-2022-18,P-37935,Ismaïla,Sarr,1998-02-25,18,1,0,0,0,Senegal
M-2022-18,P-76835,Pape Matar,Sarr,2002-09-14,17,0,1,0,0,Senegal
M-2022-19,P-82216,Moisés,Caicedo,2001-11-02,23,0,1,0,0,Ecuador
M-2022-19,P-44851,Michael,Estrada,1996-04-07,11,1,0,0,0,Ecuador
M-2022-19,P-52697,Pervis,Estupiñán,1998-01-21,7,0,0,1,0,Ecuador
M-2022-19,P-56347,Hernán,Galíndez,1987-03-30,1,0,0,0,1,Ecuador
M-2022-19,P-29713,Piero,Hincapié,2002-01-09,3,0,0,1,0,Ecuador
M-2022-19,P-34543,Romario,Ibarra,1994-09-24,10,0,1,0,0,Ecuador
M-2022-19,P-56839,Sebas,Méndez,1997-04-26,20,0,1,0,0,Ecuador
M-2022-19,P-13973,Gonzalo,Plata,2000-11-01,19,0,1,0,0,Ecuador
M-2022-19,P-73694,Jackson,Porozo,2000-08-04,25,0,0,1,0,Ecuador
M-2022-19,P-62543,Ángelo,Preciado,1998-02-18,17,0,0,1,0,Ecuador
M-2022-19,P-02839,Kevin,Rodríguez,2000-03-04,26,1,0,0,0,Ecuador
M-2022-19,P-78091,Jeremy,Sarmiento,2002-06-16,16,0,1,0,0,Ecuador
M-2022-19,P-96347,Félix,Torres,1997-01-11,2,0,0,1,0,Ecuador
M-2022-19,P-75912,Enner,Valencia,1989-11-04,13,1,0,0,0,Ecuador
M-2022-19,P-64438,Nathan,Aké,1995-02-18,5,0,0,1,0,Netherlands
M-2022-19,P-10326,Steven,Berghuis,1991-12-19,11,0,1,0,0,Netherlands
M-2022-19,P-44799,Steven,Bergwijn,1997-10-08,7,1,0,0,0,Netherlands
M-2022-19,P-39861,Daley,Blind,1990-03-09,17,0,0,1,0,Netherlands
M-2022-19,P-27540,Memphis,Depay,1994-02-13,10,1,0,0,0,Netherlands
M-2022-19,P-97615,Denzel,Dumfries,1996-04-18,22,0,0,1,0,Netherlands
M-2022-19,P-28911,Cody,Gakpo,1999-05-07,8,1,0,0,0,Netherlands
M-2022-19,P-42078,Davy,Klaassen,1993-02-21,14,0,1,0,0,Netherlands
M-2022-19,P-35705,Teun,Koopmeiners,1998-02-28,20,0,1,0,0,Netherlands
M-2022-19,P-82000,Andries,Noppert,1994-04-07,23,0,0,0,1,Netherlands
M-2022-19,P-74111,Jurriën,Timber,2001-06-17,2,0,0,1,0,Netherlands
M-2022-19,P-95036,Wout,Weghorst,1992-08-07,19,1,0,0,0,Netherlands
M-2022-19,P-17688,Frenkie,de Jong,1997-05-12,21,0,1,0,0,Netherlands
M-2022-19,P-55965,Marten,de Roon,1991-03-29,15,0,1,0,0,Netherlands
M-2022-19,P-56029,Virgil,van Dijk,1991-07-08,4,0,0,1,0,Netherlands
M-2022-20,P-15674,Jude,Bellingham,2003-06-29,22,0,1,0,0,England
M-2022-20,P-21153,Jack,Grealish,1995-09-10,7,1,0,0,0,England
M-2022-20,P-08169,Jordan,Henderson,1990-06-17,8,0,1,0,0,England
M-2022-20,P-58924,Harry,Kane,1993-07-28,9,1,0,0,0,England
M-2022-20,P-02465,Harry,Maguire,1993-03-05,6,0,0,1,0,England
M-2022-20,P-90012,Mason,Mount,1999-01-10,19,0,1,0,0,England
M-2022-20,P-70618,Jordan,Pickford,1994-03-07,1,0,0,0,1,England
M-2022-20,P-59837,Marcus,Rashford,1997-10-31,11,1,0,0,0,England
M-2022-20,P-84787,Declan,Rice,1999-01-14,4,0,1,0,0,England
M-2022-20,P-76842,Bukayo,Saka,2001-09-05,17,1,0,0,0,England
M-2022-20,P-36400,Luke,Shaw,1995-07-12,3,0,0,1,0,England
M-2022-20,P-21553,Raheem,Sterling,1994-12-08,10,1,1,0,0,England
M-2022-20,P-92628,John,Stones,1994-05-28,5,0,0,1,0,England
M-2022-20,P-25937,Kieran,Trippier,1990-09-19,12,0,0,1,0,England
M-2022-20,P-03484,Brenden,Aaronson,2000-10-22,11,1,0,0,0,United States
M-2022-20,P-14151,Tyler,Adams,1999-02-14,4,0,1,0,0,United States
M-2022-20,P-89452,Sergiño,Dest,2000-11-03,2,0,0,1,0,United States
M-2022-20,P-68952,Weston,McKennie,1998-08-28,8,0,1,0,0,United States
M-2022-20,P-48265,Shaq,Moore,1996-11-02,18,0,0,1,0,United States
M-2022-20,P-59571,Yunus,Musah,2002-11-29,6,0,1,0,0,United States
M-2022-20,P-11737,Christian,Pulisic,1998-09-18,10,1,0,0,0,United States
M-2022-20,P-26367,Tim,Ream,1987-10-05,13,0,0,1,0,United States
M-2022-20,P-85878,Giovanni,Reyna,2002-11-13,7,1,0,0,0,United States
M-2022-20,P-70867,Antonee,Robinson,1997-08-08,5,0,0,1,0,United States
M-2022-20,P-94647,Josh,Sargent,2000-02-20,24,1,0,0,0,United States
M-2022-20,P-48903,Matt,Turner,1994-06-24,1,0,0,0,1,United States
M-2022-20,P-30252,Timothy,Weah,2000-02-22,21,1,0,0,0,United States
M-2022-20,P-68131,Haji,Wright,1998-03-27,19,1,0,0,0,United States
M-2022-20,P-57029,Walker,Zimmerman,1993-05-19,3,0,0,1,0,United States
M-2022-21,P-27035,Keanu,Baccus,1998-06-07,26,0,1,0,0,Australia
M-2022-21,P-51118,Aziz,Behich,1990-12-16,16,0,0,1,0,Australia
M-2022-21,P-59727,Miloš,Degenek,1994-04-28,2,0,0,1,0,Australia
M-2022-21,P-91029,Mitchell,Duke,1991-01-18,15,1,0,0,0,Australia
M-2022-21,P-82010,Craig,Goodwin,1991-12-16,23,1,0,0,0,Australia
M-2022-21,P-82945,Ajdin,Hrustic,1996-07-05,10,0,1,0,0,Australia
M-2022-21,P-34822,Jackson,Irvine,1993-03-07,22,0,1,0,0,Australia
M-2022-21,P-24134,Fran,Karacic,1996-05-12,5,0,0,1,0,Australia
M-2022-21,P-35837,Mathew,Leckie,1991-02-04,7,1,0,0,0,Australia
M-2022-21,P-61979,Awer,Mabil,1995-09-15,11,1,0,0,0,Australia
M-2022-21,P-20087,Jamie,Maclaren,1993-07-29,9,1,0,0,0,Australia
M-2022-21,P-51406,Riley,McGree,1998-11-02,14,0,1,0,0,Australia
M-2022-21,P-95847,Aaron,Mooy,1990-09-15,13,0,1,0,0,Australia
M-2022-21,P-88273,Kye,Rowles,1998-06-24,4,0,0,1,0,Australia
M-2022-21,P-10244,Mathew,Ryan,1992-04-08,1,0,0,0,1,Australia
M-2022-21,P-89217,Harry,Souttar,1998-10-22,19,0,0,1,0,Australia
