ID,first name,last name,birth_date,shirt number,role,team_name
P-21052,Abde,Ezzalzouli,2001-12-17,16,forward&&&&,Morocco
P-45288,Achraf,Hakimi,1998-11-04,2,&&defender&&,Morocco
P-90423,Abderrazak,Hamdallah,1990-12-17,9,forward&&&&,Morocco
P-86644,Yahya,Jabrane,1991-06-18,26,&midfielder&&&,Morocco
P-09614,Noussair,Mazraoui,1997-11-14,3,&&defender&&,Morocco
P-15566,Munir,Mohamedi,1989-05-10,12,&&&goalkeeper&,Morocco
P-40619,Azzedine,Ounahi,2000-04-19,8,&midfielder&&&,Morocco
P-05265,Abdelhamid,Sabiri,1996-11-28,11,forward&&&&,Morocco
P-26068,Romain,Saïss,1990-03-26,6,&&defender&&,Morocco
P-94093,Anass,Zaroury,2000-11-07,10,&midfielder&&&,Morocco
P-70715,Hakim,Ziyech,1993-03-19,7,&midfielder&&&,Morocco
P-64438,Nathan,Aké,1995-02-18,5,&&defender&&,Netherlands
P-10326,Steven,Berghuis,1991-12-19,11,&midfielder&&&,Netherlands
P-44799,Steven,Bergwijn,1997-10-08,7,forward&&&&,Netherlands
P-39861,Daley,Blind,1990-03-09,17,&&defender&&,Netherlands
P-27540,Memphis,Depay,1994-02-13,10,forward&&&&,Netherlands
P-97615,Denzel,Dumfries,1996-04-18,22,&&defender&&,Netherlands
P-28911,Cody,Gakpo,1999-05-07,8,forward&&&&,Netherlands
P-57087,Vincent,Janssen,1994-06-15,18,forward&&&&,Netherlands
P-42078,Davy,Klaassen,1993-02-21,14,&midfielder&&&,Netherlands
P-35705,Teun,Koopmeiners,1998-02-28,20,&midfielder&&&,Netherlands
P-57903,Noa,Lang,1999-06-17,12,forward&&&&,Netherlands
P-82000,Andries,Noppert,1994-04-07,23,&&&goalkeeper&,Netherlands
P-34458,Xavi,Simons,2003-04-21,25,&midfielder&&&,Netherlands
P-95763,Kenneth,Taylor,2002-05-16,24,&midfielder&&&,Netherlands
P-74111,Jurriën,Timber,2001-06-17,2,&&defender&&,Netherlands
P-95036,Wout,Weghorst,1992-08-07,19,forward&&&&,Netherlands
P-17688,Frenkie,de Jong,1997-05-12,21,&midfielder&&&,Netherlands
P-64551,Luuk,de Jong,1990-08-27,9,forward&&&&,Netherlands
P-73572,Matthijs,de Ligt,1999-08-12,3,&&defender&&,Netherlands
P-55965,Marten,de Roon,1991-03-29,15,&midfielder&&&,Netherlands
P-56029,Virgil,van Dijk,1991-07-08,4,&&defender&&,Netherlands
P-10172,Jan,Bednarek,1996-04-12,5,&&defender&&,Poland
P-42160,Bartosz,Bereszynski,1992-07-12,18,&&defender&&,Poland
P-14593,Krystian,Bielik,1998-01-04,6,&midfielder&&&,Poland
P-17099,Matty,Cash,1997-08-07,2,&&defender&&,Poland
P-23437,Przemyslaw,Frankowski,1995-04-12,24,&midfielder&&&,Poland
P-29046,Kamil,Glik,1988-02-03,15,&&defender&&,Poland
P-64261,Kamil,Grosicki,1988-06-08,11,&midfielder&&&,Poland
P-61813,Artur,Jedrzejczyk,1987-11-04,3,&&defender&&,Poland
P-83610,Jakub,Kaminski,2002-06-05,13,&midfielder&&&,Poland
P-44780,Jakub,Kiwior,2000-02-15,14,&&defender&&,Poland
P-45449,Grzegorz,Krychowiak,1990-01-29,10,&midfielder&&&,Poland
P-00549,Robert,Lewandowski,1988-08-21,9,forward&&&&,Poland
P-12381,Arkadiusz,Milik,1994-02-28,7,forward&&&&,Poland
P-11013,Krzysztof,Piatek,1995-07-01,23,forward&&&&,Poland
P-02071,Michal,Skóras,2000-02-15,26,&midfielder&&&,Poland
P-31606,Wojciech,Szczesny,1990-04-18,1,&&&goalkeeper&,Poland
P-44699,Damian,Szymanski,1995-06-16,8,&midfielder&&&,Poland
P-65512,Sebastian,Szymanski,1999-05-10,19,&midfielder&&&,Poland
P-40498,Nicola,Zalewski,2002-01-23,21,&midfielder&&&,Poland
P-32165,Piotr,Zielinski,1994-05-20,20,&midfielder&&&,Poland
P-85630,Karol,Swiderski,1997-01-23,16,forward&&&&,Poland
P-16736,João,Cancelo,1994-05-27,20,&&defender&&,Portugal
P-44689,William,Carvalho,1992-04-07,14,&midfielder&&&,Portugal
P-54827,Diogo,Costa,1999-09-19,22,&&&goalkeeper&,Portugal
P-41603,Diogo,Dalot,1999-03-18,2,&&defender&&,Portugal
P-10712,Rúben,Dias,1997-05-14,4,&&defender&&,Portugal
P-39584,Bruno,Fernandes,1994-09-08,8,&midfielder&&&,Portugal
P-17931,João,Félix,1999-11-10,11,forward&&&&,Portugal
P-67578,Raphaël,Guerreiro,1993-12-22,5,&&defender&&,Portugal
P-05304,Ricardo,Horta,1994-09-15,21,forward&&&&,Portugal
P-27349,Rafael,Leão,1999-06-10,15,forward&&&&,Portugal
P-87003,Nuno,Mendes,2002-06-19,19,&&defender&&,Portugal
P-31133,João,Mário,1993-01-19,17,&midfielder&&&,Portugal
P-22983,Rúben,Neves,1997-03-13,18,&midfielder&&&,Portugal
P-57759,Matheus,Nunes,1998-08-27,23,&midfielder&&&,Portugal
P-78787,not applicable,Otávio,1995-02-09,25,&midfielder&&&,Portugal
P-46583,João,Palhinha,1995-07-09,6,&midfielder&&&,Portugal
P-81972,not applicable,Pepe,1983-02-26,3,&&defender&&,Portugal
P-98929,Danilo,Pereira,1991-09-09,13,&&defender&&,Portugal
P-41647,Gonçalo,Ramos,2001-06-20,26,forward&&&&,Portugal
P-70442,Cristiano,Ronaldo,1985-02-05,7,forward&&&&,Portugal
P-33280,André,Silva,1995-11-06,9,forward&&&&,Portugal
P-05289,António,Silva,2003-10-30,24,&&defender&&,Portugal
P-34205,Bernardo,Silva,1994-08-10,10,forward&midfielder&&&,Portugal
P-89266,not applicable,Vitinha,2000-02-13,16,&midfielder&&&,Portugal
P-47319,Akram,Afif,1996-11-18,11,forward&&&&,Qatar
P-33804,Homam,Ahmed,1999-08-25,14,&&defender&&,Qatar
P-38732,Hassan,Al-Haydos,1990-12-11,10,&midfielder&&&,Qatar
P-15161,Bassam,Al-Rawi,1997-12-16,15,&&defender&&,Qatar
P-70879,Saad,Al-Sheeb,1990-02-19,1,&&&goalkeeper&,Qatar
P-57100,Ahmed,Alaaeldin,1993-01-31,7,forward&&&&,Qatar
P-01930,Almoez,Ali,1996-08-19,19,forward&&&&,Qatar
P-51678,Ali,Assadalla,1993-01-19,8,&midfielder&&&,Qatar
P-28811,Meshaal,Barsham,1998-02-14,22,&&&goalkeeper&,Qatar
P-95754,Karim,Boudiaf,1990-09-16,12,&midfielder&&&,Qatar
P-01258,Abdelkarim,Hassan,1993-08-28,3,&midfielder&&&,Qatar
P-97800,Abdulaziz,Hatem,1990-01-01,6,&midfielder&&&,Qatar
P-32949,Musab,Kheder,1993-01-01,13,&&defender&&,Qatar
P-12810,Boualem,Khoukhi,1990-07-09,16,&&defender&&,Qatar
P-63532,Assim,Madibo,1996-10-22,23,&midfielder&&&,Qatar
P-01077,Ismaeel,Mohammad,1990-04-05,17,&&defender&&,Qatar
P-17048,Mohammed,Muntari,1993-12-20,9,forward&&&&,Qatar
P-00052,not applicable,Ró-Ró,1990-08-06,2,&&defender&&,Qatar
P-42663,Tarek,Salman,1997-12-05,5,&&defender&&,Qatar
P-90689,Mohammed,Waad,1999-09-18,4,&&defender&&,Qatar
P-08125,Saud,Abdulhamid,1999-07-18,12,&&defender&&,Saudi Arabia
P-76864,Nawaf,Al-Abed,1990-01-26,18,&midfielder&&&,Saudi Arabia
P-45581,Abdulrahman,Al-Aboud,1995-06-01,20,forward&&&&,Saudi Arabia
P-12335,Abdulelah,Al-Amri,1997-01-15,4,&&defender&&,Saudi Arabia
P-94422,Mohammed,Al-Breik,1992-09-15,6,&&defender&&,Saudi Arabia
P-87284,Ali,Al-Bulaihi,1989-11-21,5,&&defender&&,Saudi Arabia
P-89845,Firas,Al-Buraikan,2000-05-14,9,forward&&&&,Saudi Arabia
P-10907,Nasser,Al-Dawsari,1998-12-19,24,&midfielder&&&,Saudi Arabia
P-70583,Salem,Al-Dawsari,1991-08-19,10,forward&midfielder&&&,Saudi Arabia
P-93688,Salman,Al-Faraj,1989-08-01,7,&midfielder&&&,Saudi Arabia
P-06789,Sultan,Al-Ghannam,1994-05-06,2,&&defender&&,Saudi Arabia
P-45413,Ali,Al-Hassan,1997-03-04,15,&midfielder&&&,Saudi Arabia
P-20216,Abdulellah,Al-Malki,1994-10-11,8,&midfielder&&&,Saudi Arabia
P-87569,Sami,Al-Najei,1997-02-07,16,&midfielder&&&,Saudi Arabia
P-85438,Mohammed,Al-Owais,1991-10-10,21,&&&goalkeeper&,Saudi Arabia
P-45457,Yasser,Al-Shahrani,1992-05-25,13,&&defender&&,Saudi Arabia
P-37308,Saleh,Al-Shehri,1993-11-01,11,forward&&&&,Saudi Arabia
P-93173,Hassan,Al-Tambakti,1999-02-09,17,&&defender&&,Saudi Arabia
P-40487,Haitham,Asiri,2001-03-25,25,forward&&&&,Saudi Arabia
P-84563,Hattan,Bahebri,1992-07-16,19,forward&midfielder&&&,Saudi Arabia
P-91268,Mohamed,Kanno,1994-09-22,23,&midfielder&&&,Saudi Arabia
P-20388,Abdullah,Madu,1993-07-15,3,&&defender&&,Saudi Arabia
P-06750,Riyadh,Sharahili,1993-04-28,26,&midfielder&&&,Saudi Arabia
P-86095,Fodé,Ballo-Touré,1997-01-03,12,&&defender&&,Senegal
P-61416,Pathé,Ciss,1994-03-16,11,&midfielder&&&,Senegal
P-90626,Pape Abou,Cissé,1995-09-14,4,&&defender&&,Senegal
P-33622,Boulaye,Dia,1996-11-16,9,forward&&&&,Senegal
P-77769,Abdou,Diallo,1996-05-04,22,&&defender&&,Senegal
P-09292,Krépin,Diatta,1999-02-25,15,&midfielder&&&,Senegal
P-88928,Bamba,Dieng,2000-03-23,20,forward&&&&,Senegal
P-27280,Famara,Diédhiou,1992-12-15,19,forward&&&&,Senegal
P-40621,Idrissa,Gueye,1989-09-26,5,&midfielder&&&,Senegal
P-45280,Pape,Gueye,1999-01-24,26,&midfielder&&&,Senegal
P-86937,Nicolas,Jackson,2001-06-20,7,forward&&&&,Senegal
P-54506,Ismail,Jakobs,1999-08-17,14,&&defender&&,Senegal
P-47321,Kalidou,Koulibaly,1991-06-20,3,&&defender&&,Senegal
P-55140,Cheikhou,Kouyaté,1989-12-21,8,&midfielder&defender&&,Senegal
P-96697,Nampalys,Mendy,1992-06-23,6,&midfielder&&&,Senegal
P-45399,Édouard,Mendy,1992-03-01,16,&&&goalkeeper&,Senegal
P-33958,Iliman,Ndiaye,2000-03-06,13,forward&&&&,Senegal
P-55298,Youssouf,Sabaly,1993-03-05,21,&&defender&&,Senegal
P-37935,Ismaïla,Sarr,1998-02-25,18,forward&&&&,Senegal
P-76835,Pape Matar,Sarr,2002-09-14,17,&midfielder&&&,Senegal
P-70515,Srdan,Babic,1996-04-22,15,&&defender&&,Serbia
P-89573,Marko,Grujic,1996-04-13,26,&midfielder&&&,Serbia
P-24610,Nemanja,Gudelj,1991-11-16,8,&midfielder&&&,Serbia
P-67641,Ivan,Ilic,2001-03-17,24,&midfielder&&&,Serbia
P-62033,Luka,Jovic,1997-12-23,11,forward&&&&,Serbia
P-80738,Filip,Kostic,1992-11-01,17,&midfielder&&&,Serbia
P-54211,Darko,Lazovic,1990-09-15,22,&midfielder&&&,Serbia
P-78056,Saša,Lukic,1996-08-13,16,&midfielder&&&,Serbia
P-89598,Nemanja,Maksimovic,1995-01-26,6,&midfielder&&&,Serbia
P-57535,Nikola,Milenkovic,1997-10-12,4,&&defender&&,Serbia
P-27744,Sergej,Milinkovic-Savic,1995-02-27,20,&midfielder&&&,Serbia
P-24245,Vanja,Milinkovic-Savic,1997-02-20,23,&&&goalkeeper&,Serbia
P-85696,Aleksandar,Mitrovic,1994-09-16,9,forward&&&&,Serbia
P-19069,Stefan,Mitrovic,1990-05-22,13,&&defender&&,Serbia
P-82143,Filip,Mladenovic,1991-08-15,25,&&defender&&,Serbia
P-98435,Strahinja,Pavlovic,2001-05-24,2,&&defender&&,Serbia
P-79900,Nemanja,Radonjic,1996-02-15,7,forward&&&&,Serbia
P-33390,Dušan,Tadic,1988-11-20,10,forward&midfielder&&&,Serbia
P-30283,Miloš,Veljkovic,1995-09-26,5,&&defender&&,Serbia
P-63293,Dušan,Vlahovic,2000-01-28,18,forward&&&&,Serbia
P-79754,Filip,Ðuricic,1992-01-30,21,forward&&&&,Serbia
P-58363,Andrija,Živkovic,1996-07-11,14,&midfielder&&&,Serbia
P-88360,Kwon,Chang-hoon,1994-06-30,22,&midfielder&&&,South Korea
P-87169,Cho,Gue-sung,1998-01-25,9,forward&&&&,South Korea
P-91889,Chul,Hong,1990-09-17,14,&&defender&&,South Korea
P-58692,Hee-chan,Hwang,1996-01-26,11,forward&midfielder&&&,South Korea
P-67516,Hwang,In-beom,1996-09-20,6,&midfielder&&&,South Korea
P-82889,Kim,Jin-su,1992-06-13,3,&&defender&&,South Korea
P-61172,Son,Jun-ho,1992-05-12,13,&midfielder&&&,South Korea
P-64292,Woo-young,Jung,1989-12-14,5,&midfielder&&&,South Korea
P-87514,Lee,Kang-in,2001-02-19,18,&midfielder&&&,South Korea
P-42523,Seung-gyu,Kim,1990-09-30,1,&&&goalkeeper&,South Korea
P-07259,Young-gwon,Kim,1990-02-27,19,&&defender&&,South Korea
P-57511,Kwon,Kyung-won,1992-01-31,20,&&defender&&,South Korea
P-93920,Jae-sung,Lee,1992-08-10,10,&midfielder&&&,South Korea
P-14360,Kim,Min-jae,1996-11-15,4,&&defender&&,South Korea
P-07233,Kim,Moon-hwan,1995-08-01,15,&&defender&&,South Korea
P-10357,Na,Sang-ho,1996-08-12,17,&midfielder&&&,South Korea
P-32599,Paik,Seung-ho,1997-03-17,8,&midfielder&&&,South Korea
P-77335,Heung-min,Son,1992-07-08,7,forward&midfielder&&&,South Korea
P-92710,Hwang,Ui-jo,1992-08-28,16,forward&&&&,South Korea
P-94500,Jeong,Woo-yeong,1999-09-20,25,&midfielder&&&,South Korea
P-05917,Cho,Yu-min,1996-11-17,24,&&defender&&,South Korea
P-01416,Jordi,Alba,1989-03-21,18,&&defender&&,Spain
P-09400,Marco,Asensio,1996-01-21,10,forward&midfielder&&&,Spain
P-60716,César,Azpilicueta,1989-08-28,2,&&defender&&,Spain
P-49008,Alejandro,Balde,2003-10-18,14,&&defender&&,Spain
P-28010,Sergio,Busquets,1988-07-16,5,&midfielder&&&,Spain
P-71071,Dani,Carvajal,1992-01-11,20,&&defender&&,Spain
P-33854,Ansu,Fati,2002-10-31,25,forward&&&&,Spain
P-88433,not applicable,Gavi,2004-08-05,9,&midfielder&&&,Spain
P-37294,not applicable,Koke,1992-01-08,8,&midfielder&&&,Spain
P-99025,Aymeric,Laporte,1994-05-27,24,&&defender&&,Spain
P-86871,Marcos,Llorente,1995-01-30,6,&midfielder&&&,Spain
P-29274,Álvaro,Morata,1992-10-23,7,forward&&&&,Spain
P-40007,Dani,Olmo,1998-05-07,21,forward&&&&,Spain
P-24897,not applicable,Pedri,2002-11-25,26,&midfielder&&&,Spain
P-62341,not applicable,Rodri,1996-06-22,16,&midfielder&&&,Spain
P-81427,Pablo,Sarabia,1992-05-11,22,forward&&&&,Spain
P-94271,Unai,Simón,1997-06-11,23,&&&goalkeeper&,Spain
P-30405,Carlos,Soler,1997-01-02,19,&midfielder&&&,Spain
P-31301,Ferran,Torres,2000-02-29,11,forward&&&&,Spain
P-16333,Pau,Torres,1997-01-16,4,&&defender&&,Spain
P-68218,Nico,Williams,2002-07-12,12,forward&&&&,Spain
P-32222,Michel,Aebischer,1997-01-06,14,&midfielder&&&,Switzerland
P-23925,Manuel,Akanji,1995-07-19,5,&&defender&&,Switzerland
P-56868,Eray,Cömert,1998-02-04,18,&&defender&&,Switzerland
P-19193,Nico,Elvedi,1996-09-30,4,&&defender&&,Switzerland
P-19075,Breel,Embolo,1997-02-14,7,forward&&&&,Switzerland
P-71875,Christian,Fassnacht,1993-11-11,16,&midfielder&&&,Switzerland
P-29932,Edimilson,Fernandes,1996-04-15,2,&&defender&&,Switzerland
P-00244,Fabian,Frei,1989-01-08,20,&midfielder&&&,Switzerland
P-68060,Remo,Freuler,1992-04-15,8,&midfielder&&&,Switzerland
P-17496,Ardon,Jashari,2002-07-30,26,&midfielder&&&,Switzerland
P-06076,Gregor,Kobel,1997-12-06,21,&&&goalkeeper&,Switzerland
P-85577,Noah,Okafor,2000-05-24,19,forward&&&&,Switzerland
P-25593,Fabian,Rieder,2002-02-16,25,&midfielder&&&,Switzerland
P-43367,Ricardo,Rodríguez,1992-08-25,13,&&defender&&,Switzerland
P-25131,Fabian,Schär,1991-12-20,22,&&defender&&,Switzerland
P-07180,Haris,Seferovic,1992-02-22,9,forward&&&&,Switzerland
P-39460,Xherdan,Shaqiri,1991-10-10,23,&midfielder&&&,Switzerland
P-63312,Yann,Sommer,1988-12-17,1,&&&goalkeeper&,Switzerland
P-11878,Djibril,Sow,1997-02-06,15,&midfielder&&&,Switzerland
P-20482,Renato,Steffen,1991-11-03,11,&&defender&&,Switzerland
P-85823,Ruben,Vargas,1998-08-05,17,forward&&&&,Switzerland
P-38927,Silvan,Widmer,1993-03-05,3,&&defender&&,Switzerland
P-77224,Granit,Xhaka,1992-09-27,10,&midfielder&&&,Switzerland
P-83560,Denis,Zakaria,1996-11-20,6,&midfielder&&&,Switzerland
P-64924,Ali,Abdi,1993-12-20,24,&&defender&&,Tunisia
P-42575,Mohamed Ali,Ben Romdhane,1999-09-06,15,&midfielder&&&,Tunisia
P-45680,Anis,Ben Slimane,2001-03-16,25,forward&&&&,Tunisia
P-11879,Dylan,Bronn,1995-06-19,6,&&defender&&,Tunisia
P-09569,Ghailene,Chaalali,1994-02-28,18,forward&midfielder&&&,Tunisia
P-32803,Aymen,Dahmen,1997-01-28,16,&&&goalkeeper&,Tunisia
P-49094,Mohamed,Dräger,1996-06-25,20,&&defender&&,Tunisia
P-68161,Nader,Ghandri,1995-02-18,5,&midfielder&&&,Tunisia
P-11346,Issam,Jebali,1991-12-25,9,forward&&&&,Tunisia
P-27079,Wajdi,Kechrida,1995-11-05,21,&&defender&&,Tunisia
P-42223,Wahbi,Khazri,1991-02-08,10,forward&&&&,Tunisia
P-21865,Taha Yassine,Khenissi,1992-01-06,11,forward&&&&,Tunisia
P-29063,Aïssa,Laïdouni,1996-12-13,14,&midfielder&&&,Tunisia
P-38981,Ali,Maâloul,1990-01-01,12,&&defender&&,Tunisia
P-48887,Hannibal,Mejbri,2003-01-21,8,&midfielder&&&,Tunisia
P-81706,Yassine,Meriah,1993-07-02,4,&&defender&&,Tunisia
P-25741,Youssef,Msakni,1990-10-28,7,forward&&&&,Tunisia
P-90867,Ferjani,Sassi,1992-03-18,13,&midfielder&&&,Tunisia
P-47815,Ellyes,Skhiri,1995-05-10,17,&midfielder&&&,Tunisia
P-69793,Naïm,Sliti,1992-07-27,23,forward&&&&,Tunisia
P-73455,Montassar,Talbi,1998-05-26,3,&&defender&&,Tunisia
P-03484,Brenden,Aaronson,2000-10-22,11,forward&&&&,United States
P-86410,Kellyn,Acosta,1995-07-24,23,&midfielder&&&,United States
P-14151,Tyler,Adams,1999-02-14,4,&midfielder&&&,United States
P-25925,Cameron,Carter-Vickers,1997-12-31,20,&&defender&&,United States
P-89452,Sergiño,Dest,2000-11-03,2,&&defender&&,United States
P-34132,Jesús,Ferreira,2000-12-24,9,forward&&&&,United States
P-68952,Weston,McKennie,1998-08-28,8,&midfielder&&&,United States
P-48265,Shaq,Moore,1996-11-02,18,&&defender&&,United States
P-77402,Jordan,Morris,1994-10-26,16,forward&&&&,United States
P-59571,Yunus,Musah,2002-11-29,6,&midfielder&&&,United States
P-11737,Christian,Pulisic,1998-09-18,10,forward&&&&,United States
P-26367,Tim,Ream,1987-10-05,13,&&defender&&,United States
P-85878,Giovanni,Reyna,2002-11-13,7,forward&&&&,United States
P-70867,Antonee,Robinson,1997-08-08,5,&&defender&&,United States
P-94647,Josh,Sargent,2000-02-20,24,forward&&&&,United States
P-48903,Matt,Turner,1994-06-24,1,&&&goalkeeper&,United States
P-30252,Timothy,Weah,2000-02-22,21,forward&&&&,United States
P-68131,Haji,Wright,1998-03-27,19,forward&&&&,United States
P-95273,DeAndre,Yedlin,1993-07-09,22,&&defender&&,United States
P-57029,Walker,Zimmerman,1993-05-19,3,&&defender&&,United States
P-58791,Rodrigo,Bentancur,1997-06-25,6,&midfielder&&&,Uruguay
P-24667,Agustín,Canobbio,1998-10-01,24,&midfielder&&&,Uruguay
P-59138,Edinson,Cavani,1987-02-14,21,forward&&&&,Uruguay
P-20051,Sebastián,Coates,1990-10-07,19,&&defender&&,Uruguay
P-74058,Martín,Cáceres,1987-04-07,22,&&defender&&,Uruguay
P-62594,Giorgian,De Arrascaeta,1994-06-01,10,forward&midfielder&&&,Uruguay
P-65659,José,Giménez,1995-01-20,2,&&defender&&,Uruguay
P-78440,Diego,Godín,1986-02-16,3,&&defender&&,Uruguay
P-70671,Maxi,Gómez,1996-08-14,18,forward&&&&,Uruguay
P-18885,Darwin,Núñez,1999-06-24,11,forward&&&&,Uruguay
P-90796,Mathías,Olivera,1997-10-31,16,&&defender&&,Uruguay
P-95062,Facundo,Pellistri,2001-12-20,8,forward&&&&,Uruguay
P-00232,Sergio,Rochet,1993-03-23,23,&&&goalkeeper&,Uruguay
P-30486,Luis,Suárez,1987-01-24,9,forward&&&&,Uruguay
P-05174,Federico,Valverde,1998-07-22,15,&midfielder&&&,Uruguay
P-78932,Guillermo,Varela,1993-03-24,13,&&defender&&,Uruguay
P-46785,Matías,Vecino,1991-08-24,5,&midfielder&&&,Uruguay
P-18564,Matías,Viña,1997-11-09,17,&&defender&&,Uruguay
P-86878,Nicolás,de la Cruz,1997-06-01,7,&midfielder&&&,Uruguay
P-92761,Joe,Allen,1990-03-14,7,&midfielder&&&,Wales
P-50398,Ethan,Ampadu,2000-09-14,15,&&defender&&,Wales
P-63927,Gareth,Bale,1989-07-16,11,forward&&&&,Wales
P-07137,Rubin,Colwill,2002-04-27,25,&midfielder&&&,Wales
P-41198,Ben,Davies,1993-04-24,4,&&defender&&,Wales
P-46457,Wayne,Hennessey,1987-01-24,1,&&&goalkeeper&,Wales
P-74707,Daniel,James,1997-11-10,20,forward&&&&,Wales
P-57098,Brennan,Johnson,2001-05-23,9,forward&&&&,Wales
P-74888,Chris,Mepham,1997-11-05,5,&&defender&&,Wales
P-10657,Kieffer,Moore,1992-08-08,13,forward&&&&,Wales
P-69082,Joe,Morrell,1997-01-03,16,&midfielder&&&,Wales
P-86951,Aaron,Ramsey,1990-12-26,10,&midfielder&&&,Wales
P-56503,Connor,Roberts,1995-09-23,14,&&defender&&,Wales
P-38105,Joe,Rodon,1997-10-22,6,&&defender&&,Wales
P-20564,Sorba,Thomas,1999-01-25,22,&midfielder&&&,Wales
P-31718,Danny,Ward,1993-06-22,12,&&&goalkeeper&,Wales
P-87190,Neco,Williams,2001-04-13,3,&&defender&&,Wales
P-94779,Harry,Wilson,1997-03-22,8,&midfielder&&&,Wales
